operateur,id_support,technologie,adresse0,adresse1,adresse2,adresse3,code_postal,coordonnees,statut,statut_last,statut_old
FREE MOBILE,2824682,UMTS 900,MONTBRIAN,ROUTE DEPARTEMENTALE N 933,,,1480,"46.040833333333, 4.758333333333",,Projet approuvé,
FREE MOBILE,2824682,5G NR 700,MONTBRIAN,ROUTE DEPARTEMENTALE N 933,,,1480,"46.040833333333, 4.758333333333",,Projet approuvé,
FREE MOBILE,2825203,LTE 2100,,45 RUE PAUL ET MARC BARBEZAT,AVENUE DES BRUYERES,,69150,"45.757777777778, 4.940833333333",,Projet approuvé,
FREE MOBILE,2825203,LTE 2600,,45 RUE PAUL ET MARC BARBEZAT,AVENUE DES BRUYERES,,69150,"45.757777777778, 4.940833333333",,En service,
FREE MOBILE,2825203,LTE 700,,45 RUE PAUL ET MARC BARBEZAT,AVENUE DES BRUYERES,,69150,"45.757777777778, 4.940833333333",,En service,
FREE MOBILE,2825203,LTE 1800,,45 RUE PAUL ET MARC BARBEZAT,AVENUE DES BRUYERES,,69150,"45.757777777778, 4.940833333333",,En service,
FREE MOBILE,2825203,UMTS 900,,45 RUE PAUL ET MARC BARBEZAT,AVENUE DES BRUYERES,,69150,"45.757777777778, 4.940833333333",,En service,
FREE MOBILE,2825203,5G NR 700,,45 RUE PAUL ET MARC BARBEZAT,AVENUE DES BRUYERES,,69150,"45.757777777778, 4.940833333333",,Techniquement opérationnel,
FREE MOBILE,2825203,UMTS 2100,,45 RUE PAUL ET MARC BARBEZAT,AVENUE DES BRUYERES,,69150,"45.757777777778, 4.940833333333",,En service,
FREE MOBILE,2825203,5G NR 3500,,45 RUE PAUL ET MARC BARBEZAT,AVENUE DES BRUYERES,,69150,"45.757777777778, 4.940833333333",,Techniquement opérationnel,
FREE MOBILE,2825674,LTE 2100,LA CROUX,184 RUE DU 21 SEPTEMBRE 1792,CHEMIN RURAL LA CROUX,,30350,"43.983888888889, 4.164722222222",,Projet approuvé,
FREE MOBILE,2825674,LTE 2600,LA CROUX,184 RUE DU 21 SEPTEMBRE 1792,CHEMIN RURAL LA CROUX,,30350,"43.983888888889, 4.164722222222",,En service,
FREE MOBILE,2825674,LTE 700,LA CROUX,184 RUE DU 21 SEPTEMBRE 1792,CHEMIN RURAL LA CROUX,,30350,"43.983888888889, 4.164722222222",,En service,
FREE MOBILE,2825674,LTE 1800,LA CROUX,184 RUE DU 21 SEPTEMBRE 1792,CHEMIN RURAL LA CROUX,,30350,"43.983888888889, 4.164722222222",,En service,
FREE MOBILE,2825674,UMTS 900,LA CROUX,184 RUE DU 21 SEPTEMBRE 1792,CHEMIN RURAL LA CROUX,,30350,"43.983888888889, 4.164722222222",,En service,
FREE MOBILE,2825674,5G NR 700,LA CROUX,184 RUE DU 21 SEPTEMBRE 1792,CHEMIN RURAL LA CROUX,,30350,"43.983888888889, 4.164722222222",,Techniquement opérationnel,
FREE MOBILE,2825702,5G NR 700,LANDRY,D145,,,17270,"45.155, -.283611111111",,Projet approuvé,
FREE MOBILE,2825702,LTE 700,LANDRY,D145,,,17270,"45.155, -.283611111111",,En service,
FREE MOBILE,2825702,LTE 1800,LANDRY,D145,,,17270,"45.155, -.283611111111",,En service,
FREE MOBILE,2825702,UMTS 900,LANDRY,D145,,,17270,"45.155, -.283611111111",,En service,
FREE MOBILE,2825702,UMTS 2100,LANDRY,D145,,,17270,"45.155, -.283611111111",,En service,
FREE MOBILE,2825714,5G NR 700,La Halte,Rte de Lafaye,D182,,16240,"46.005, .122222222222",,Projet approuvé,
FREE MOBILE,2825714,LTE 700,La Halte,Rte de Lafaye,D182,,16240,"46.005, .122222222222",,En service,
FREE MOBILE,2825714,LTE 1800,La Halte,Rte de Lafaye,D182,,16240,"46.005, .122222222222",,En service,
FREE MOBILE,2825714,UMTS 900,La Halte,Rte de Lafaye,D182,,16240,"46.005, .122222222222",,En service,
FREE MOBILE,2825714,UMTS 2100,La Halte,Rte de Lafaye,D182,,16240,"46.005, .122222222222",,En service,
FREE MOBILE,2825721,LTE 700,LE VENDREDI,PROCHE ROUTE DU CHATEAU NEUF,DEPARTEMENTALE 11,,45450,"47.912777777778, 2.169722222222",,En service,
FREE MOBILE,2825721,LTE 1800,LE VENDREDI,PROCHE ROUTE DU CHATEAU NEUF,DEPARTEMENTALE 11,,45450,"47.912777777778, 2.169722222222",,En service,
FREE MOBILE,2825721,LTE 2100,LE VENDREDI,PROCHE ROUTE DU CHATEAU NEUF,DEPARTEMENTALE 11,,45450,"47.912777777778, 2.169722222222",,Projet approuvé,
FREE MOBILE,2825721,LTE 2600,LE VENDREDI,PROCHE ROUTE DU CHATEAU NEUF,DEPARTEMENTALE 11,,45450,"47.912777777778, 2.169722222222",,En service,
FREE MOBILE,2825721,UMTS 900,LE VENDREDI,PROCHE ROUTE DU CHATEAU NEUF,DEPARTEMENTALE 11,,45450,"47.912777777778, 2.169722222222",,En service,
FREE MOBILE,2825721,5G NR 700,LE VENDREDI,PROCHE ROUTE DU CHATEAU NEUF,DEPARTEMENTALE 11,,45450,"47.912777777778, 2.169722222222",,Projet approuvé,
FREE MOBILE,2787960,LTE 2100,TRAOU MAUDEZ,RUE KERJOLY,,,22200,"48.567222222222, -3.133888888889",,Projet approuvé,
FREE MOBILE,2796247,LTE 2100,,172 B CHEM DE MENENPENTY,,,83720,"43.510277777778, 6.4825",,Projet approuvé,
FREE MOBILE,2801113,LTE 700,Le Grand Roumette,Proche route d avignon,,,13570,"43.906666666667, 4.768611111111",,Projet approuvé,
FREE MOBILE,2801113,LTE 1800,Le Grand Roumette,Proche route d avignon,,,13570,"43.906666666667, 4.768611111111",,Projet approuvé,
FREE MOBILE,2801113,LTE 2100,Le Grand Roumette,Proche route d avignon,,,13570,"43.906666666667, 4.768611111111",,Projet approuvé,
FREE MOBILE,2801113,LTE 2600,Le Grand Roumette,Proche route d avignon,,,13570,"43.906666666667, 4.768611111111",,Projet approuvé,
FREE MOBILE,2801113,UMTS 900,Le Grand Roumette,Proche route d avignon,,,13570,"43.906666666667, 4.768611111111",,Projet approuvé,
FREE MOBILE,2801113,5G NR 700,Le Grand Roumette,Proche route d avignon,,,13570,"43.906666666667, 4.768611111111",,Projet approuvé,
FREE MOBILE,2801121,LTE 700,,La Rouërie,D274,,53200,"47.806111111111, -.815555555556",,Projet approuvé,
FREE MOBILE,2801121,UMTS 900,,La Rouërie,D274,,53200,"47.806111111111, -.815555555556",,Projet approuvé,
FREE MOBILE,2757608,LTE 2100,KEROUEL,VENELLE DE KEROUEL,,,29910,"47.858611111111, -3.868055555556",,Projet approuvé,
FREE MOBILE,2742683,LTE 700,Marmagne,Proche de la route de la maison blanche,,,41200,"47.331388888889, 1.706111111111",,Projet approuvé,
FREE MOBILE,2742683,LTE 1800,Marmagne,Proche de la route de la maison blanche,,,41200,"47.331388888889, 1.706111111111",,Projet approuvé,
FREE MOBILE,2742683,LTE 2100,Marmagne,Proche de la route de la maison blanche,,,41200,"47.331388888889, 1.706111111111",,Projet approuvé,
FREE MOBILE,2742683,LTE 2600,Marmagne,Proche de la route de la maison blanche,,,41200,"47.331388888889, 1.706111111111",,Projet approuvé,
FREE MOBILE,2742683,UMTS 900,Marmagne,Proche de la route de la maison blanche,,,41200,"47.331388888889, 1.706111111111",,Projet approuvé,
FREE MOBILE,2742683,5G NR 700,Marmagne,Proche de la route de la maison blanche,,,41200,"47.331388888889, 1.706111111111",,Projet approuvé,
FREE MOBILE,2769375,LTE 2100,Mas de Bek,Route de Saint-Gilles,D6572,,30600,"43.661944444444, 4.284722222222",,Projet approuvé,
FREE MOBILE,2732557,LTE 700,La Vergne,Départementale 87,,,18400,"46.939722222222, 2.247777777778",,Projet approuvé,
FREE MOBILE,2732557,LTE 1800,La Vergne,Départementale 87,,,18400,"46.939722222222, 2.247777777778",,Projet approuvé,
FREE MOBILE,2732557,LTE 2100,La Vergne,Départementale 87,,,18400,"46.939722222222, 2.247777777778",,Projet approuvé,
FREE MOBILE,2732557,LTE 2600,La Vergne,Départementale 87,,,18400,"46.939722222222, 2.247777777778",,Projet approuvé,
FREE MOBILE,2732557,UMTS 900,La Vergne,Départementale 87,,,18400,"46.939722222222, 2.247777777778",,Projet approuvé,
FREE MOBILE,2732557,5G NR 700,La Vergne,Départementale 87,,,18400,"46.939722222222, 2.247777777778",,Projet approuvé,
BOUYGUES TELECOM,287155,LTE 700,La Gériais,,,,44160,"47.385833333333, -2.090555555556",,Projet approuvé,
BOUYGUES TELECOM,287155,LTE 2600,La Gériais,,,,44160,"47.385833333333, -2.090555555556",,Projet approuvé,
BOUYGUES TELECOM,287155,5G NR 3500,La Gériais,,,,44160,"47.385833333333, -2.090555555556",,Projet approuvé,
BOUYGUES TELECOM,439836,UMTS 900,Halsweg,Route d'Hirtzbach,Station hertzienne,,68130,"47.611944444444, 7.223055555556",,Projet approuvé,
FREE CARAIBES,790303,LTE 800,Beauséjour,D32,,,97280,"14.534166666667, -60.869166666667",,Projet approuvé,
FREE CARAIBES,790303,LTE 1800,Beauséjour,D32,,,97280,"14.534166666667, -60.869166666667",,Projet approuvé,
FREE CARAIBES,790303,LTE 2100,Beauséjour,D32,,,97280,"14.534166666667, -60.869166666667",,Projet approuvé,
FREE CARAIBES,790303,LTE 2600,Beauséjour,D32,,,97280,"14.534166666667, -60.869166666667",,Projet approuvé,
FREE CARAIBES,790303,UMTS 2100,Beauséjour,D32,,,97280,"14.534166666667, -60.869166666667",,Projet approuvé,
FREE CARAIBES,871847,LTE 2600,Belle Terre Est,RN 1,PK 3.4,,97355,"4.920833333333, -52.385555555556",,Projet approuvé,
FREE CARAIBES,871847,UMTS 900,Belle Terre Est,RN 1,PK 3.4,,97355,"4.920833333333, -52.385555555556",,Projet approuvé,
FREE CARAIBES,871847,LTE 1800,Belle Terre Est,RN 1,PK 3.4,,97355,"4.920833333333, -52.385555555556",,Projet approuvé,
FREE CARAIBES,871847,LTE 2100,Belle Terre Est,RN 1,PK 3.4,,97355,"4.920833333333, -52.385555555556",,Projet approuvé,
FREE CARAIBES,871847,UMTS 2100,Belle Terre Est,RN 1,PK 3.4,,97355,"4.920833333333, -52.385555555556",,Projet approuvé,
FREE CARAIBES,1794378,LTE 1800,Terrain Glennie,Côté RN1-CD5,,,97355,"5.000555555556, -52.464444444444",,Projet approuvé,
FREE CARAIBES,1794378,LTE 2100,Terrain Glennie,Côté RN1-CD5,,,97355,"5.000555555556, -52.464444444444",,Projet approuvé,
FREE CARAIBES,1794378,LTE 2600,Terrain Glennie,Côté RN1-CD5,,,97355,"5.000555555556, -52.464444444444",,Projet approuvé,
FREE CARAIBES,1794378,UMTS 900,Terrain Glennie,Côté RN1-CD5,,,97355,"5.000555555556, -52.464444444444",,Projet approuvé,
FREE CARAIBES,1794378,UMTS 2100,Terrain Glennie,Côté RN1-CD5,,,97355,"5.000555555556, -52.464444444444",,Projet approuvé,
FREE CARAIBES,2005727,LTE 2600,,Voie Verte,ZI Jarry Houelbourg,imm hyundai,97122,"16.241666666667, -61.572222222222",,Projet approuvé,
FREE CARAIBES,2005727,UMTS 2100,,Voie Verte,ZI Jarry Houelbourg,imm hyundai,97122,"16.241666666667, -61.572222222222",,Projet approuvé,
FREE CARAIBES,1999610,LTE 1800,Montagne des châteaux Nord,PK22 - rte de l'Est - RN2,,,97311,"4.756944444444, -52.426111111111",,Projet approuvé,
FREE CARAIBES,1999610,LTE 2100,Montagne des châteaux Nord,PK22 - rte de l'Est - RN2,,,97311,"4.756944444444, -52.426111111111",,Projet approuvé,
FREE CARAIBES,1999610,LTE 2600,Montagne des châteaux Nord,PK22 - rte de l'Est - RN2,,,97311,"4.756944444444, -52.426111111111",,Projet approuvé,
FREE CARAIBES,1999610,UMTS 900,Montagne des châteaux Nord,PK22 - rte de l'Est - RN2,,,97311,"4.756944444444, -52.426111111111",,Projet approuvé,
FREE CARAIBES,1999610,UMTS 2100,Montagne des châteaux Nord,PK22 - rte de l'Est - RN2,,,97311,"4.756944444444, -52.426111111111",,Projet approuvé,
FREE CARAIBES,2005727,LTE 800,,Voie Verte,ZI Jarry Houelbourg,imm hyundai,97122,"16.241666666667, -61.572222222222",,Projet approuvé,
FREE CARAIBES,2005727,LTE 1800,,Voie Verte,ZI Jarry Houelbourg,imm hyundai,97122,"16.241666666667, -61.572222222222",,Projet approuvé,
FREE CARAIBES,2005727,LTE 2100,,Voie Verte,ZI Jarry Houelbourg,imm hyundai,97122,"16.241666666667, -61.572222222222",,Projet approuvé,
FREE CARAIBES,479395,LTE 2100,Piton Ste Rose-Deshaies,Site TDF,,,97115,"16.331666666667, -61.761944444444",,Projet approuvé,
FREE CARAIBES,479395,LTE 2600,Piton Ste Rose-Deshaies,Site TDF,,,97115,"16.331666666667, -61.761944444444",,Projet approuvé,
FREE CARAIBES,479395,LTE 800,Piton Ste Rose-Deshaies,Site TDF,,,97115,"16.331666666667, -61.761944444444",,Projet approuvé,
FREE CARAIBES,479395,LTE 1800,Piton Ste Rose-Deshaies,Site TDF,,,97115,"16.331666666667, -61.761944444444",,Projet approuvé,
FREE CARAIBES,479395,UMTS 2100,Piton Ste Rose-Deshaies,Site TDF,,,97115,"16.331666666667, -61.761944444444",,Projet approuvé,
FREE CARAIBES,556644,LTE 2100,Arnouville,N1,TDF Délégation Territoriale,,97170,"16.225277777778, -61.593611111111",,Projet approuvé,
FREE CARAIBES,556644,LTE 2600,Arnouville,N1,TDF Délégation Territoriale,,97170,"16.225277777778, -61.593611111111",,Projet approuvé,
FREE CARAIBES,556644,LTE 800,Arnouville,N1,TDF Délégation Territoriale,,97170,"16.225277777778, -61.593611111111",,Projet approuvé,
FREE CARAIBES,556644,LTE 1800,Arnouville,N1,TDF Délégation Territoriale,,97170,"16.225277777778, -61.593611111111",,Projet approuvé,
FREE CARAIBES,556644,UMTS 2100,Arnouville,N1,TDF Délégation Territoriale,,97170,"16.225277777778, -61.593611111111",,Projet approuvé,
FREE CARAIBES,678476,LTE 2600,Abandonné,Voie communale d'Abandonné,Quartier racine,,97216,"14.822777777778, -61.118333333333",,Projet approuvé,
FREE CARAIBES,678476,LTE 800,Abandonné,Voie communale d'Abandonné,Quartier racine,,97216,"14.822777777778, -61.118333333333",,Projet approuvé,
FREE CARAIBES,678476,LTE 1800,Abandonné,Voie communale d'Abandonné,Quartier racine,,97216,"14.822777777778, -61.118333333333",,Projet approuvé,
FREE CARAIBES,678476,LTE 2100,Abandonné,Voie communale d'Abandonné,Quartier racine,,97216,"14.822777777778, -61.118333333333",,Projet approuvé,
FREE CARAIBES,678476,UMTS 2100,Abandonné,Voie communale d'Abandonné,Quartier racine,,97216,"14.822777777778, -61.118333333333",,Projet approuvé,
BOUYGUES TELECOM,454839,UMTS 900,ANTHEOR,R ABEL BALLIF,,,83530,"43.435, 6.892222222222",,En service,
BOUYGUES TELECOM,454839,GSM 900,ANTHEOR,R ABEL BALLIF,,,83530,"43.435, 6.892222222222",,En service,
BOUYGUES TELECOM,454839,LTE 800,ANTHEOR,R ABEL BALLIF,,,83530,"43.435, 6.892222222222",,En service,
BOUYGUES TELECOM,454839,LTE 1800,ANTHEOR,R ABEL BALLIF,,,83530,"43.435, 6.892222222222",,En service,
BOUYGUES TELECOM,454839,UMTS 2100,ANTHEOR,R ABEL BALLIF,,,83530,"43.435, 6.892222222222",,En service,
BOUYGUES TELECOM,458639,UMTS 900,LA CAMPAGNETTE,R DU CDT BAYART,,,59242,"50.528333333333, 3.213055555556",,Projet approuvé,
BOUYGUES TELECOM,453705,UMTS 900,,rte d'estaires,RD 18,Près du pont SNCF NORD 29,59270,"50.7175, 2.707777777778",,Projet approuvé,
BOUYGUES TELECOM,445738,LTE 700,Le Supas,r du bon accueil,Stade municipal Massabielle,,85500,"46.879444444444, -1.008888888889",,Projet approuvé,
BOUYGUES TELECOM,445738,LTE 2600,Le Supas,r du bon accueil,Stade municipal Massabielle,,85500,"46.879444444444, -1.008888888889",,Projet approuvé,
BOUYGUES TELECOM,445738,5G NR 3500,Le Supas,r du bon accueil,Stade municipal Massabielle,,85500,"46.879444444444, -1.008888888889",,Projet approuvé,
BOUYGUES TELECOM,484271,LTE 700,LES DREVETTES,BIOL LE HAUT,,,38690,"45.4925, 5.351944444444",,Projet approuvé,
BOUYGUES TELECOM,484271,LTE 2600,LES DREVETTES,BIOL LE HAUT,,,38690,"45.4925, 5.351944444444",,Projet approuvé,
BOUYGUES TELECOM,484271,5G NR 3500,LES DREVETTES,BIOL LE HAUT,,,38690,"45.4925, 5.351944444444",,Projet approuvé,
BOUYGUES TELECOM,477778,LTE 700,,6 R DE LA HOUPPE DU BOIS,,,59610,"50.024722222222, 4.0475",,Projet approuvé,
BOUYGUES TELECOM,477778,LTE 1800,,6 R DE LA HOUPPE DU BOIS,,,59610,"50.024722222222, 4.0475",,Projet approuvé,
BOUYGUES TELECOM,477778,LTE 2100,,6 R DE LA HOUPPE DU BOIS,,,59610,"50.024722222222, 4.0475",,Projet approuvé,
BOUYGUES TELECOM,477778,UMTS 900,,6 R DE LA HOUPPE DU BOIS,,,59610,"50.024722222222, 4.0475",,Projet approuvé,
BOUYGUES TELECOM,477778,5G NR 2100,,6 R DE LA HOUPPE DU BOIS,,,59610,"50.024722222222, 4.0475",,Projet approuvé,
BOUYGUES TELECOM,477778,5G NR 3500,,6 R DE LA HOUPPE DU BOIS,,,59610,"50.024722222222, 4.0475",,Projet approuvé,
BOUYGUES TELECOM,476526,LTE 1800,AUF GUGENHAUSEN,,,,57800,"49.142777777778, 6.860277777778",,Projet approuvé,
BOUYGUES TELECOM,476526,UMTS 900,AUF GUGENHAUSEN,,,,57800,"49.142777777778, 6.860277777778",,Projet approuvé,
BOUYGUES TELECOM,472901,LTE 700,Le Blanchet,Chem rural Exploitation Paccales,,,38620,"45.463888888889, 5.5775",,Projet approuvé,
BOUYGUES TELECOM,472901,LTE 2600,Le Blanchet,Chem rural Exploitation Paccales,,,38620,"45.463888888889, 5.5775",,Projet approuvé,
BOUYGUES TELECOM,472901,5G NR 3500,Le Blanchet,Chem rural Exploitation Paccales,,,38620,"45.463888888889, 5.5775",,Projet approuvé,
BOUYGUES TELECOM,476592,UMTS 900,,r du Tonkin,gare,,59210,"51.016111111111, 2.374722222222",,Projet approuvé,
BOUYGUES TELECOM,474834,LTE 700,Stagnoli,Station TDF de Rogliano,,,20247,"42.966944444444, 9.455555555556",,Projet approuvé,
BOUYGUES TELECOM,474834,LTE 2100,Stagnoli,Station TDF de Rogliano,,,20247,"42.966944444444, 9.455555555556",,Projet approuvé,
BOUYGUES TELECOM,474834,5G NR 2100,Stagnoli,Station TDF de Rogliano,,,20247,"42.966944444444, 9.455555555556",,Projet approuvé,
BOUYGUES TELECOM,474834,5G NR 3500,Stagnoli,Station TDF de Rogliano,,,20247,"42.966944444444, 9.455555555556",,Projet approuvé,
BOUYGUES TELECOM,464883,LTE 700,,4 R de la Victoire,Ecole Nationale Marine Marchande,,35400,"48.650833333333, -2.026666666667",,Projet approuvé,
BOUYGUES TELECOM,464883,LTE 2100,,4 R de la Victoire,Ecole Nationale Marine Marchande,,35400,"48.650833333333, -2.026666666667",,Projet approuvé,
BOUYGUES TELECOM,464883,5G NR 2100,,4 R de la Victoire,Ecole Nationale Marine Marchande,,35400,"48.650833333333, -2.026666666667",,Projet approuvé,
BOUYGUES TELECOM,520740,LTE 2100,,carreau de la mine,,,54970,"49.311388888889, 5.798055555556",,Projet approuvé,
BOUYGUES TELECOM,520740,5G NR 2100,,carreau de la mine,,,54970,"49.311388888889, 5.798055555556",,Projet approuvé,
BOUYGUES TELECOM,520740,5G NR 3500,,carreau de la mine,,,54970,"49.311388888889, 5.798055555556",,Projet approuvé,
BOUYGUES TELECOM,521856,5G NR 3500,Pic de Bau,,,,66320,"42.671944444444, 2.460277777778",,Projet approuvé,
BOUYGUES TELECOM,507154,LTE 700,BEAUBREUIL,Château d'eau de Baubreuil,"av du château d'eau, croisement de la d142",,87000,"45.871944444444, 1.299166666667",,Projet approuvé,
BOUYGUES TELECOM,560003,UMTS 900,,11 r Isac Newton,Z.I. La Chapelle d'Armentières,,59930,"50.655555555556, 2.904444444444",,Projet approuvé,
BOUYGUES TELECOM,560166,UMTS 900,,16 r de Berzin,,,59273,"50.58, 3.132222222222",,Projet approuvé,
BOUYGUES TELECOM,577641,LTE 1800,,27 r des ecoles,,,59212,"50.013888888889, 4.010555555556",,Projet approuvé,
BOUYGUES TELECOM,577641,LTE 2100,,27 r des ecoles,,,59212,"50.013888888889, 4.010555555556",,Projet approuvé,
BOUYGUES TELECOM,577641,UMTS 900,,27 r des ecoles,,,59212,"50.013888888889, 4.010555555556",,Projet approuvé,
BOUYGUES TELECOM,561526,LTE 1800,,Causse des Cuns,,,12230,"44.038611111111, 3.283333333333",,Projet approuvé,
BOUYGUES TELECOM,561526,LTE 2100,,Causse des Cuns,,,12230,"44.038611111111, 3.283333333333",,Projet approuvé,
BOUYGUES TELECOM,561526,5G NR 2100,,Causse des Cuns,,,12230,"44.038611111111, 3.283333333333",,Projet approuvé,
BOUYGUES TELECOM,549193,LTE 1800,Pic de Jarra,,,,64220,"43.199444444444, -1.291111111111",,Projet approuvé,
BOUYGUES TELECOM,549193,LTE 2600,Pic de Jarra,,,,64220,"43.199444444444, -1.291111111111",,Projet approuvé,
BOUYGUES TELECOM,573189,LTE 700,Monticello,Pylône SFR,,,20145,"41.832777777778, 9.370555555556",,Projet approuvé,
BOUYGUES TELECOM,573189,LTE 2100,Monticello,Pylône SFR,,,20145,"41.832777777778, 9.370555555556",,Projet approuvé,
BOUYGUES TELECOM,573189,5G NR 2100,Monticello,Pylône SFR,,,20145,"41.832777777778, 9.370555555556",,Projet approuvé,
BOUYGUES TELECOM,573189,5G NR 3500,Monticello,Pylône SFR,,,20145,"41.832777777778, 9.370555555556",,Projet approuvé,
BOUYGUES TELECOM,565950,5G NR 3500,LES BOULARDES,,,,42130,"45.750833333333, 4.002777777778",,Projet approuvé,
BOUYGUES TELECOM,547360,LTE 2600,Taich,,,,11300,"43.049722222222, 2.213333333333",,Projet approuvé,
BOUYGUES TELECOM,547360,5G NR 3500,Taich,,,,11300,"43.049722222222, 2.213333333333",,Projet approuvé,
BOUYGUES TELECOM,529982,LTE 700,Le Parc,7 Rte de Berchères,Sté Guérin-Rocton,,28300,"48.513888888889, 1.540555555556",,Projet approuvé,
BOUYGUES TELECOM,529982,LTE 2600,Le Parc,7 Rte de Berchères,Sté Guérin-Rocton,,28300,"48.513888888889, 1.540555555556",,Projet approuvé,
BOUYGUES TELECOM,529982,5G NR 3500,Le Parc,7 Rte de Berchères,Sté Guérin-Rocton,,28300,"48.513888888889, 1.540555555556",,Projet approuvé,
BOUYGUES TELECOM,532826,UMTS 900,,Av. Joffre/Av. Raymond Poincaré,,,68000,"48.071388888889, 7.352777777778",,Projet approuvé,
BOUYGUES TELECOM,530185,UMTS 900,LA CULÉE,,,,57320,"49.301388888889, 6.458333333333",,Projet approuvé,
BOUYGUES TELECOM,639083,GSM 900,,Ateliers Municipaux Z.I.Les Sabotiers,,,49350,"47.33, -.238055555556",,Projet approuvé,
BOUYGUES TELECOM,639083,LTE 800,,Ateliers Municipaux Z.I.Les Sabotiers,,,49350,"47.33, -.238055555556",,Projet approuvé,
BOUYGUES TELECOM,639083,UMTS 900,,Ateliers Municipaux Z.I.Les Sabotiers,,,49350,"47.33, -.238055555556",,Projet approuvé,
BOUYGUES TELECOM,704933,LTE 700,,2 R Henri de Ranconval,Pont de la Caserne,,57000,"49.115555555556, 6.185833333333",,Projet approuvé,
BOUYGUES TELECOM,698349,UMTS 900,Kloster,chem rural,,,57410,"49.044444444444, 7.338055555556",,Projet approuvé,
BOUYGUES TELECOM,698349,5G NR 2100,Kloster,chem rural,,,57410,"49.044444444444, 7.338055555556",,Projet approuvé,
BOUYGUES TELECOM,661535,LTE 2100,PE DET MONT,CHEM COMMUNAL,,,65240,"42.9075, .353333333333",,Projet approuvé,
BOUYGUES TELECOM,661535,5G NR 2100,PE DET MONT,CHEM COMMUNAL,,,65240,"42.9075, .353333333333",,Projet approuvé,
BOUYGUES TELECOM,655301,5G NR 2100,,AV DE LA LIBÉRATION,EGLISE ST MANSUY,,54000,"48.696944444444, 6.155",,Projet approuvé,
BOUYGUES TELECOM,772884,LTE 700,LES GRANDS FOSSÉS,,,,2520,"49.709444444444, 3.203055555556",,Projet approuvé,
BOUYGUES TELECOM,772884,LTE 800,LES GRANDS FOSSÉS,,,,2520,"49.709444444444, 3.203055555556",,Projet approuvé,
BOUYGUES TELECOM,772884,LTE 2100,LES GRANDS FOSSÉS,,,,2520,"49.709444444444, 3.203055555556",,Projet approuvé,
